Protein.Names	DMSO_01	DMSO_02	DMSO_03	DMSO_04	DMSO_05	DMSO_06	DMSO_07	DMSO_08	DMSO_09	DMSO_10	DMSO_11	DMSO_12	IHK44_100nM_01	IHK44_100nM_02	IHK44_100nM_03	IHK44_100nM_04	IHK44_100nM_05	IHK44_100nM_06	IHK44_125nM_01	IHK44_125nM_02	IHK44_125nM_03	IHK44_125nM_04	IHK44_125nM_05	IHK44_125nM_06	IHK44_150nM_01	IHK44_150nM_02	IHK44_150nM_03	IHK44_150nM_04	IHK44_150nM_05	IHK44_150nM_06
RPC2_HUMAN	71709.9	75500.8	73941.4	67084.2	65384.7	67074.9	62424.4	67719	68667.7	65355.6	51731.7	60523.7	65863.5	62924	58973.9	60052.5	61529.9	63722.4	63179	62542.6	57889.8	61101.5	60371.6	63125.6	66127.2	70525.8	59027.4	59532.9	62108.1	58079.4
RPC3_HUMAN	34635.1	28593.1	34994.9	34252.7	31769.7	32029.4	34738.4	28314.5	31791.3	34604	29537.3	32414.5	30931.9	33426.7	33398.8	30163	31668.9	32158.5	32463.4	33212	29136.5	29347	29430.1	27650.9	32063.5	30891.7	30968.6	32243.6	32848.7	31002
RPC4_HUMAN	19166	17637.3	16601.6	18230.6	18516.6	18353.7	19639.2	15866.5	18989.8	17883.5	17739.5	16472.6	15134.8	16609.9	15229.4	17869.3	13139.7	15585.1	15149.9	13992.5	14443.3	13397	14866.7	15672.2	15692.6	16334	18181.8	17261.3	14921.8	16462.2
RPC5_HUMAN	12623.3	13103.8	13138.7	13211.4	13024.6	13391.2	12573.7	10887.8	12588	12043.3	12523.8	12092.7	12369	11336.4	11319.6	11434.3	12370.5	11206.8	11706.7	12157.7	12266.3	10267.1	11247	9804.75	13488.1	10525.2	10713.3	12883.5	11848.3	11337.8
RPC6_HUMAN	44626.4	48759.4	48665.5	48175.6	47465.2	47376.7	47483.3	38219.1	44802.6	45925.4	41704	36564.1	46344.3	40834.3	40964.1	42065.4	44148.5	37763.8	46482.3	42806.6	37966.1	40605.9	40134.4	41305.6	46419	51647.6	44325.7	43385.5	43052.9	42744.7
RPF1_HUMAN	13202	12656.5	13705.2	11155	13065.9	12281.8	9255.86	13390.6	14420.8	12130.6	10241.3	14352.6	15811	16223.9	16375.6	14991.6	13617.4	15089.8	14285.7	15042.1	18481.7	17300.7	15409.3	18140.7	16624.1	14776.8	15065.3	16450.1	16607.2	16507.2
RPF2_HUMAN	103687	104017	90950.8	94552.5	95007.6	98706.2	91290.1	106269	100871	97681.4	92676.1	93799	98953.7	91998.2	89161.3	95170.5	100815	99703.6	100491	95610.3	76561.5	100848	92829.7	83258.3	98650	99772.5	93495.1	92840.3	95998.7	97517.1
RPGF1_HUMAN	8356.13	8042.04	7333.75	7246.97	7204.62	6681.3	8302.08	5224.04	8105.44	6853.63	6463.74	7520.49	8255.97	7595.11	9829.55	8146.7	7559.91	5636.5	8690	7208.54	6931.36	6576.73	6402.46	14439	7725.68	7687.19	8062.65	6032.04	7179.19	7439.43
RPGF6_HUMAN	4510.97	3548.49	3912.13	4430.08	3497.27	4492.8	4385.08	4312.76	4483.09	4214	3296.45	2727.19	3749.05	3476.55	4131.76	3290.63	4410.81	3025.12	4666.69	4771.35	2450.07	2707.65	3609.16	1689.75	4315.67	4387.01	2867.83	5201.09	4416.88	4416.02
RPIA_HUMAN	4211.08	4241.95	4375.05	5888.99	5730.22	4352	5345.01	4585.96	4450.87	5223.63	4809.83	4785.63	4710.69	5485.66	4564.88	5013.88	4904.03	4453.41	5243.72	3952.18	5404.87	5274.66	6289.98	5800.94	4204.6	5120.42	5709.34	7149.06	3865.98	5557.42
RPN1_HUMAN	327924	319474	297265	276233	278092	310308	290024	338180	337487	286974	262872	318004	277188	302080	279475	309370	326171	300331	323726	319913	253648	328844	263934	259985	324606	315119	338346	296698	326904	312076
RPN2_HUMAN	353340	356210	330663	311827	305485	340053	325915	366351	378084	327143	290986	349316	304742	329440	295917	338862	372589	320219	355691	348451	261507	360908	289993	275495	347378	339644	373535	340620	347704	355226
RPOM_HUMAN	424392	448157	445666	424401	428979	440965	402674	456148	446546	430418	471877	445291	443374	435768	471913	402427	417682	440810	422235	428350	451981	450389	430872	451683	421178	378310	400295	439247	456593	409319
RPP14_HUMAN	4632.03	5043.77	4664.38	4813.67	4883.24	3929.88	4281.75	4484.38	3708.06	4427.14	4670.29	5165.92	4587.84	4354.57	4245.11	4458.5	4786.17	4621.95	5120.64	4370.66	3767.03	4488.17	3801.9	5167.72	3196.04	4501.23	4060.87	5301.01	4686.67	4165.64
RPP29_HUMAN	10668.5	10432.8	10156.2	12353.6	9684.07	10508.5	9936.22	9107.45	8341.16	9731.79	10868.7	8376.93	10767.4	8490.81	9294.81	8430.1	10462	9348.19	8728.25	9857.06	11191	11232.5	9036.32	9203.39	11395.7	10465	10758.1	10137.1	8796.55	9357.92
RPP30_HUMAN	51949	53095.5	52748.2	49595	50757.2	48798.5	46751.1	51147.9	48432.2	48700.5	49670.6	47337.2	54744.8	55336.5	61722.9	48568.8	49717	49846.8	52667.3	51949.6	51349.7	51678.7	52993	50495.6	53536.9	54173.6	50485.7	52295.8	52270.2	50802.9
RPP38_HUMAN	17060.7	16447.5	15985.2	16855.8	17232.1	15693.9	16196.3	16102.6	13559	16481.6	13332.2	15066.6	16190.9	19024	17679.5	14528.4	15520.5	17236.6	17166.1	17207.2	16013.5	15341.3	17645.6	15796	17799.4	17231.3	14329.2	17353.7	16904.5	16940.4
RPP40_HUMAN	13131.3	13322	13749.1	12001.4	11234.2	11604.4	13270	12928.2	12239.6	12921.8	12152.5	12814.3	12283.7	11163.2	12396.3	11421.6	12646.4	12296	13915.5	12652.4	11981.5	12490.9	11671.1	11683.8	11947	11937.5	11435	12905.2	11644	11852.2
RPR1A_HUMAN	60430.9	60019.4	60631.8	60697.4	60950.5	58104.1	63400.9	53579	55056.3	61406	61873.9	59843.6	66797.8	63744	65402.6	63639.2	60207.6	59081.1	56328.7	53274.4	59675	59961.5	66255.1	64883.9	61056.6	71021.9	62027.8	64775.7	55118.7	59988.5
RPR1B_HUMAN	126004	112386	115941	163718	151105	127269	157795	118623	150113	145560	136067	140277	124805	114116	126864	171210	150733	154494	123533	137628	145869	141274	134099	121573	125375	141020	148842	153919	112221	149798
RPRD2_HUMAN	20713.6	20587.5	19667	17955.7	17653.7	18265.3	17943.9	20700.8	18956.1	18882.7	17266	20500.8	18971.9	19870.5	19694.9	19773.5	21556.7	19539.8	20654.1	19966.2	19006.7	18532.7	18193.2	19747.8	20126.1	20553.7	20085.7	20605.6	20078.3	20318.1
RPTOR_HUMAN	20958.1	20454.2	22453	20842.2	21624.2	20697.4	21215.6	24141.5	22288.5	23061.2	20283.8	20003	21829.8	24429.5	21894.3	21596.8	22793.4	22464.2	21971.4	23249.6	20566.3	23324.3	20352.5	19875.2	22437.6	21427.2	23453.8	22836.6	22914.3	23744.4
RRAGA_HUMAN	20930.9	16895.1	20189.7	19729.4	16911.9	18399.2	20925.5	16289.4	19193	18973.3	15176.1	20288.2	20950.8	21791	18777.2	18169.1	20309.6	19604.4	20471.4	20654.5	16927.1	17706.9	17170.3	16580.5	18468.2	22691	16103.1	21817.3	17128.4	18281.1
RRAGD_HUMAN	32007.7	28880.6	27876.8	32327.4	27997.8	25610	30045.7	28401.9	31125.2	31196.8	27311.2	28765.3	29370.6	32501.3	28220.2	27615.4	35757.9	30717.9	29493.5	34337.7	25907.6	28457.5	25968.4	26439.8	35198.6	34086.3	28404.7	28700.5	26540.3	30924.2
RRAS2_HUMAN	5286.84	4638.95	5081.29	5171.03	3620.68	4572.78	4763.58	4924.19	5182.1	4779.54	3468.93	5339.1	4762.07	4792.58	4405.72	3002.59	5296.82	4823.62	3722.44	3564.77	3105.76	3238.04	3160.54	3314.73	4957.96	5036.72	3748.43	5057.12	3078.69	5304.5
RRAS_HUMAN	6636.16	3617.35	5264.75	5186.43	4508.55	3485.98	5197.59	3507.59	5868.51	4586.69	3313.64	4797.19	4990.06	4318.71	4911.76	3984.22	4510.48	3425.6	3222.72	4385.66	4309.96	2046.75	4602.98	4395.36	4754.94	5369.4	3512.11	4218.44	4413.8	4231.2
RRBP1_HUMAN	237201	233509	220049	239704	235154	225588	238399	238927	258734	244859	222521	252111	221142	245383	218429	272909	226836	212230	233043	210957	220218	243402	237533	241281	216770	246897	277473	255746	227013	237870
RREB1_HUMAN	37346.6	35133.4	35758.3	37259.4	37499.2	37532.7	35990.4	41063	34459.4	39085.5	38907.7	38364.8	35365	36898.5	35500.8	34874	39048.3	37429.8	36909.3	36162.5	35355.5	36134.2	34908.8	35148.5	37840.2	37335.4	34004.8	34403.8	35381.6	36281.7
RRFM_HUMAN	407729	401609	424019	349734	402718	318430	363380	320239	323011	339764	367446	369994	423825	465381	451032	355072	277228	320967	355108	251069	365439	332294	406214	418205	329117	453159	375710	426419	282857	299088
RRN3_HUMAN	2361.67	2951.99	2509.58	3159.42	2822.6	2244.48	3403.52	2836.04	2414.52	2717.34	3511.9	2559.56	3307.17	2931.54	3900.68	3321.88	3263.24	3322.42	4129.25	2757.65	3440.09	2445.21	3270.19	3301.57	3623.24	2877.24	3201.63	1775.44	2651.84	3552.93
RRP12_HUMAN	99621.5	101966	101250	92918.3	89492.3	96502.6	92839.1	105730	104546	99503.6	104300	103017	87950.9	98007.2	91030.4	96371.7	96295.9	93736.3	97313.1	103122	84994.2	98702.6	88762.8	83848.8	95287.6	93534.3	93637.6	94045.6	99741.9	97120.4
RRP15_HUMAN	60729.8	57104.3	48142.1	76224.3	67555.9	67445.1	73878.6	70053.7	90295.8	75898.3	79796.1	84494.8	50836.7	63644.7	51224.4	93807.2	63513.8	66977.5	63086.7	55337.5	59088.2	80548.1	73655.3	72967.5	52663.6	65747.2	96229.7	79743.2	71694.9	72114.3
RRP1B_HUMAN	266866	274088	292964	252634	280626	266056	245515	270661	262671	275263	288405	275062	263850	275163	264604	258861	254343	278318	261928	254053	263003	267834	279632	256972	274202	244901	271379	283639	284551	264340
RRP1_HUMAN	114829	111760	109747	105516	113489	113316	107235	105643	109822	108531	121293	108178	116273	124308	127624	121020	105214	115827	111684	111456	118944	118955	125316	118795	120278	107960	113373	120256	129853	118634
RRP36_HUMAN	56490.4	53842.5	51125.6	46803.5	46780.5	48407.4	48852.4	49530.2	52092.4	45804	40072	43671.2	52079.1	57771.1	51196.1	54947.8	44392.1	45310.3	53923.6	39141.9	43889.1	42431.8	46104.4	50412.6	50952.6	57921.1	50065.5	51459	50384	45934.2
RRP44_HUMAN	64810.9	60947.5	76758.6	67283	69157.5	65428.9	63509.3	63041.5	65220.6	71666.6	71121.3	65366.5	75193.3	73983.4	74176.4	70130.7	66756.4	71969.9	67276.1	76693.2	71949.4	68736.7	75438.1	67432.8	74223.1	60751.7	68482.7	74357.5	75757.7	72740.9
RRP5_HUMAN	270994	283358	290670	276771	273008	278776	268148	280373	281654	281583	315617	282217	269368	281710	284147	284129	272098	286093	266454	286413	289113	285386	285864	291112	285092	251910	261779	286627	286766	280868
RRP7A_HUMAN	99110.2	85998.3	87086.3	88722.6	84300	88799.3	90774.9	85548.9	92819.8	84123.9	87051.7	77647.8	81327.3	75222.3	67897.8	93209	85382	78323.3	86992.3	84389.9	56479.2	75394.8	69925.4	57605	93190.3	84794.2	87914.7	79090.1	96784.5	92132.4
RRP8_HUMAN	32599.4	31721.7	33639.9	32952.6	35724.6	32850	33620.6	33021.8	32470.7	32712.1	35671.8	31524.6	34254.7	35707	35461.4	34502	31396.5	35458.6	31966.4	32558.4	36421.3	34742.5	34184.2	36839.4	34197.9	32024.4	31721.3	35224.4	36232.3	34811.2
RRS1_HUMAN	74984	71532.9	71383.7	64451	70502.2	71859.1	65344.8	71878.8	68718.5	70866.3	62649.9	68291.3	76964.4	69695.2	68660.5	65342.1	63709.5	70128.4	65992.4	55590.2	76869.7	63896	62049.1	71585.7	71005.8	73514.5	67756.1	72391.4	71116.6	62456.3
RS10_HUMAN	979757	1231650	1239130	891096	1185500	968782	1078810	1008230	831597	993850	846008	1177490	1339580	1226970	1335120	789706	936341	1198210	1238370	986936	1273020	1079470	1238000	1168680	852357	1104370	1015730	1165260	944254	801088
RS11_HUMAN	476511	500259	526856	536497	509205	498274	539518	458623	531323	507564	453061	533186	563870	499343	559490	475956	524108	566932	516949	557963	607407	530909	571696	501635	462256	463080	510456	564960	517142	472863
RS12_HUMAN	648374	700168	698337	472613	583730	458642	452924	388019	227373	309574	238771	327963	747002	693935	685967	306136	403107	420136	741359	393540	461180	282378	395392	330484	562758	696849	461044	605611	502067	241454
RS13_HUMAN	546407	668172	795578	581564	831756	558130	658370	766280	610469	724710	675654	901097	823092	830031	950622	503790	621343	898110	595154	686268	1023470	794533	861386	838917	485810	561312	626854	922901	611424	506627
RS14_HUMAN	2137140	2501400	2618530	2216960	2750840	2135730	2368600	2450170	2333840	2483110	2332480	2844980	2613040	2582220	2855900	2201780	2118970	2836290	2418910	2170030	2852200	2736780	3006740	2828300	1865950	2321230	2563400	2836650	2126650	1993430
RS15A_HUMAN	1396660	1514070	1754340	1474170	1781370	1454580	1496630	1384090	1515730	1555860	1614570	1706000	1810060	1750310	2096980	1576760	1319850	1711610	1427790	1528910	1884050	1631400	1929540	1776780	1513560	1415850	1576060	1711050	1739420	1401710
RS15_HUMAN	363011	399518	403601	325716	426040	417792	451554	348198	412886	384977	314794	413637	433545	345694	433967	303644	396653	406687	399964	364708	428508	386312	379614	347439	344789	383124	421444	392648	441408	338471
RS16_HUMAN	940355	1124810	1136570	1099500	1227530	1103120	1095170	1027250	1096680	1084780	984560	1104050	1192210	1111240	1241460	981447	1069660	1191760	1124160	1108560	1226460	1122450	1252910	1018470	955739	1041310	1095110	1153820	1166300	965087
RS17_HUMAN	1061630	1294510	1253820	1056130	1235220	1110620	1183280	1218950	1087380	1146590	924902	1287730	1354810	1235540	1350870	949521	1149530	1315330	1249090	1052120	1449750	1142310	1240220	1334710	955763	1186930	1115000	1208350	1084910	911952
RS18_HUMAN	1450140	1647070	1712520	1640550	1681920	1605020	1727560	1384860	1584140	1483060	1258150	1551430	1942100	1502480	1810320	1229230	1539020	1745470	1705910	1524560	1824890	1490690	1748850	1382250	1434440	1642000	1606150	1749000	1545830	1369370
RS19_HUMAN	1427670	1602490	1549050	1394870	1600790	1274550	1493320	1212720	1298520	1327680	1096360	1300690	1700120	1543800	1603510	1368600	1150970	1306330	1535420	1033750	1445820	1243570	1476050	1344580	1206370	1650210	1447440	1577180	1340450	1052390
RS20_HUMAN	936146	1066010	1047460	906135	934760	857901	933451	697321	700436	808283	665217	775516	1111770	975279	1042320	814968	759975	777745	1070920	667896	878237	742889	902656	806866	815066	1050560	932572	956207	820264	707119
RS21_HUMAN	1159540	1410620	1326080	1604240	1690210	1210500	1372180	1028120	803321	1066640	773888	1037090	1334830	1408980	1221240	1068010	1119630	1172840	1427860	963047	1208510	871721	1177900	1111270	1054220	1471720	1385240	1675320	1456560	758735
RS23_HUMAN	675421	773695	733859	656338	760964	724094	694801	632350	660729	638900	572533	652340	780904	618863	677633	561306	699667	714517	807059	687852	612553	659346	691270	546336	611813	674404	753171	682467	719090	596469
RS24_HUMAN	333964	410298	399443	332489	382325	361268	357040	364280	373082	393929	336105	384569	426410	384515	454186	293492	376046	398414	387470	381381	413949	385363	394004	409818	325329	357619	359727	379586	358577	323657
RS25_HUMAN	2185600	2155150	1946140	2186250	2219400	2227160	2386640	1889640	2023940	1956760	1727140	1775900	2236750	1871060	1784400	2092810	2034350	1927290	2175600	1793850	1612170	1778680	2034800	1587050	1800910	2372870	2228850	1935730	2116920	1901800
RS26_HUMAN	271557	307185	294844	277097	294083	354146	312101	303008	305686	299501	276276	308763	321166	284602	294478	243873	325026	312063	341909	321692	289513	296636	310215	243153	280576	282535	257840	283466	276998	293864
RS27A_HUMAN	667886	700856	681494	624957	619447	546180	622453	618117	556120	599077	474652	605510	757434	632206	681440	488755	586667	560057	681897	511375	586964	546339	554788	595812	591026	710097	578857	634152	557675	502649
RS27L_HUMAN	122599	146618	136248	108522	124203	131705	147894	126583	112431	113452	98319.7	101329	164435	111588	113462	109095	104023	111054	132938	105159	82730.3	108152	103273	79873.1	121820	143145	130608	116610	121022	91177
RS27_HUMAN	959069	1043980	1066080	975631	1058140	973625	1006180	1001390	927196	1003100	890940	1007300	1173740	1010640	943133	771633	1030660	1011790	1007400	933001	956015	985530	975923	903102	873313	1007480	933795	992063	915130	895620
RS28_HUMAN	1744700	2129120	2004860	1400280	1728810	1324390	1367160	1053420	635095	1034070	780991	1013410	2135400	2435240	2015400	842464	1071760	1102620	2107920	898359	1265540	828592	1294340	1239640	1486220	2168970	1482600	1751610	1529900	639324
RS29_HUMAN	757608	695624	830087	517155	672373	514670	597555	629385	581770	618892	433081	548782	861146	754252	834961	512089	403369	591703	599745	363063	732698	484723	591344	687403	555992	984432	530179	718882	618918	449836
RS2_HUMAN	811787	872219	962013	893826	906574	887701	911628	763472	990587	881004	808168	897101	978222	827422	996878	854667	871970	908607	895657	993748	1003650	870597	914930	838392	877452	808666	971901	906550	1037160	851175
RS30_HUMAN	1017580	2554970	3255240	1831830	3526550	1308780	1539670	3702660	1650570	2849180	2983240	4084850	3894380	4385590	5866380	1783630	1417700	3658230	1562650	1321620	5792420	3193270	4844830	5703690	1148140	1875350	1245680	4175000	1044570	1487620
RS3A_HUMAN	1953440	2293040	2276170	2182200	2370160	2233760	2211660	2018860	2171910	2117980	2035500	2261130	2457060	2078080	2355570	1950120	2079880	2366720	2272790	2214780	2314900	2248820	2474350	2079160	1977040	2036430	2283870	2269160	2223340	1997760
RS3_HUMAN	1173220	1406560	1404700	1353100	1432800	1343050	1367960	1189190	1358160	1307610	1281070	1279380	1432000	1330920	1470220	1275190	1238880	1347520	1359420	1392120	1365060	1342960	1447830	1209590	1280530	1230150	1453390	1365220	1522480	1258130
RS4X_HUMAN	559477	644956	717111	617289	707744	659728	636400	629888	660992	684482	619624	747999	751742	659981	789791	545227	647129	730034	645073	704327	765627	687183	762145	683177	568964	550575	636424	701693	673082	601276
RS5_HUMAN	407510	488467	527360	433369	515028	462464	467778	429942	465483	487899	468089	527990	522318	458078	550684	402117	457790	513848	479491	490835	523459	493760	570951	473736	413651	422828	466965	515462	497384	429871
RS6_HUMAN	976039	1128370	1296380	993265	1189600	1022990	1088820	1124300	1090400	1151210	1057040	1255590	1246710	1121580	1363440	842655	1014870	1201620	1068300	1080240	1299300	1159060	1260470	1223320	994390	979661	996857	1204280	1045260	1002750
RS7_HUMAN	583854	710613	846507	657319	902474	580623	588995	745394	614439	825321	917781	938609	851113	944776	979360	647833	542806	952636	522544	723545	978938	928624	1019420	1032780	544497	588226	588715	968998	645019	598037
RS8_HUMAN	1231060	1387010	1419630	1326440	1390220	1292030	1345860	1437240	1423020	1427360	1233380	1661690	1426950	1388240	1511140	1167460	1422000	1489910	1395580	1497980	1492810	1443640	1514940	1304650	1208170	1300480	1484760	1442450	1446360	1339060
RS9_HUMAN	778846	870442	893108	805865	847193	768799	839300	716537	792022	703346	686668	743535	923088	808020	926088	726766	777370	859816	828698	790055	819966	745533	782073	598163	790461	764037	881915	879217	883768	669094
RSBN1_HUMAN	67649.8	72983.7	67237.5	69935.9	77625.1	73348.4	70099.2	76297.6	70162.9	72027.2	72933.2	74612.9	75233.6	71767	67577.8	67001.4	79022.2	80733.3	74138.8	78358.1	74482	74791.3	75567.4	74392	70659.4	68284	74028.7	75558.2	71671.6	75479.6
RSBNL_HUMAN	62468	65827.6	62419.7	57388.4	61556.2	64671.3	61386.1	64487.8	57977.1	60740.5	58894.4	62264	61726.9	58421.1	59389.2	55830.6	64958.3	65686	64913.1	63209.1	61340.2	62935.6	59587.2	61067.5	58317.3	61391	55916.8	56916.2	56379.7	56155.7
RSF1_HUMAN	21327.7	25300.4	23718.5	22181.1	23499.9	23820.8	22474.9	23246.4	22376.5	22111.3	24589.2	21245.5	25167.4	23014.5	24454.9	24924.2	23369.1	23655.1	23954.8	23230.8	23591.2	22991.6	22940.9	26431.8	22255.8	24512	21853.3	21762.7	23757.7	22775.7
RSMB_HUMAN;RSMN_HUMAN	2650830	2980720	2690150	2193900	2251300	2179260	2310390	1970080	1720140	1811110	1701000	1608150	2795460	2985010	2456890	2120230	1910570	1755450	2941380	1678580	1523520	1704560	1742520	1541480	2552840	3263570	2466490	2380160	2220290	1767160
RSRC1_HUMAN	44697.8	38935.8	34483.1	45743.6	36846.5	50862	50084.2	44330.1	45087.5	45527	36475.9	36666.3	40735.9	31050.4	27841	43631.9	46874.4	38648.8	44677.7	40263.3	38893	41645.9	37325.5	38214.2	39918.4	41999.8	42181.4	31710.7	40250.9	44858
RSRC2_HUMAN	146847	150100	135040	128883	133954	145758	141434	143712	132370	144133	142313	143368	171865	147257	143028	144016	138184	150061	154036	119035	157666	150040	161983	167855	128532	169114	137612	153292	155357	142816
RSRP1_HUMAN	6833.94	6801.72	6087.77	5501.6	5321.9	6878.33	7000.67	8449.46	7562.06	7010.72	9020.57	5680.84	13967.8	11767.6	13175.1	12946.2	11154.7	12504.5	14133.4	11526.1	16622.8	11889.1	13686.3	15097.5	10957.5	11668.4	10621.5	14524.1	9424.6	11651.9
RSSA_HUMAN	2100520	2391770	2090680	2258360	2513890	2348650	2383130	2256390	2188860	2293200	1947040	2343870	2448370	2028980	2105760	1908760	2383290	2424080	2323790	2207080	2402650	2365250	2536520	2237220	1884720	2201980	2317860	2165170	2190020	1890710
RSU1_HUMAN	31885.7	34749.9	29749.3	31148.3	32528.6	26757	30557.7	23078.7	29913.7	26283.6	30687.8	28722.7	36283.9	34198.5	37852.3	32842.9	27146.3	28986.3	30419.8	25091.2	30430.5	26821.8	30067.3	30254.1	32546.5	33971.9	31840.2	28738.4	28084.7	29173.1
RT02_HUMAN	94354.9	99255.7	95885.1	94249.7	97793	93660.7	95680.3	91967.6	97849.3	92896.8	77755.9	95809.2	106288	94918.5	107342	99275	99649.5	90819.6	100733	94803.8	89176.9	101082	97909.6	97476.3	94836.7	96596.2	97149.2	92516.3	101488	88540.3
RT05_HUMAN	31182.9	31976.6	29093.8	30416.1	31867.4	31608.8	32268.6	26905.4	27861.6	27725.6	24924.5	28969.6	33569.9	26169.2	34095.7	29150.3	28903.2	28092.9	33079.3	29661.3	29777.5	33641.3	24056.7	24014.5	31940.1	28947.5	32296.8	33615.2	31181.3	27603.8
RT06_HUMAN	94814.4	102998	102607	71353	68160.2	68137.3	71024.1	55529.3	41933.5	51045.7	45979.4	48776.8	122515	109907	98170.8	47970.6	65963.7	47729.3	118204	53592.4	39851.6	46901.1	48709.6	50978.2	79117.7	117702	64048	73590.1	65503.8	42830.6
RT07_HUMAN	47448.1	51571.9	50277.1	45976.5	50271.1	47036.1	48498.3	46138.2	47054.3	50131.4	39183.2	47033	51956.2	49261.8	53416	40620.4	47924.6	49030.1	52038.6	45385.8	46197.3	46033.8	46020.4	42272.1	44573.9	51272.8	42924.4	47491.4	47546.8	39430.7
RT09_HUMAN	27090.6	29746.2	30777.2	27551.7	27906.3	29169.9	29299.4	27420.8	29971.1	27691.4	24592.6	29861.6	31137.1	24374.3	32211.9	23828.7	29878.5	30339.6	32089.4	28207.1	29752.9	29972.1	28445.2	27669	27247	27641.9	26356.4	27116.2	28947.2	24862.6
RT10_HUMAN	49267.8	58808	51328.2	66930.7	57149	51475.2	70366.3	39731.8	50250.9	45727.8	39143.7	41216.7	62103.2	40497.7	49380.4	55705	57753.7	40901.5	66018.9	51518.3	38559	43087.8	47272	46105.3	48841.4	55073.9	45714.4	40691	51982.1	37877.6
RT11_HUMAN	98454.8	109160	106290	90257.9	89027.8	91738.4	91291.1	86368.2	66732.4	80788.5	62998.2	78116.2	102454	94071.9	108585	74162.7	83982.6	85128.4	110153	71573.9	93088.1	68888.7	83122.2	80038.3	89585.9	109349	78585.7	98939	81484.6	60410.2
RT12_HUMAN	80853.1	78652	69048.1	88752	81853.7	65945.8	87644.1	61467.5	82208.6	78754	79247.8	78344	78765.6	72071.2	68979.2	77676.3	64494.4	73931.8	70256.6	52302.4	67745.6	62648	76476.8	74204.9	60849.8	81284.9	83787	95662.8	58368.7	64239.2
RT14_HUMAN	8159.2	11238.5	9327.1	9286.51	11325.6	7799.39	9066.88	9592.05	11315.9	8525.45	8072.47	10579.2	10835.7	8701.08	11493.3	7154.27	12096.9	9517.83	9055.46	8020.67	8144.15	9894.77	9106.6	8869.34	9499.93	9171.33	8232.33	8870.96	9714.48	7941.7
RT15_HUMAN	38595.3	42294.8	40290.5	41139.3	40891.6	38931.6	42661.5	38975	43484.4	42853.5	32087.5	37181.6	41959.2	38503.3	36797.6	30142.6	39754.1	38107.9	44717.7	38815.8	38770.7	31842.4	38818.6	33354.8	39844	43163.1	36468.9	36566.6	38010.7	36190.5
RT16_HUMAN	73588.7	83163.2	87578.5	71665.7	73432.2	69601	69027.5	66768	63380.7	67375.9	54420.7	69091.8	92133.9	73888.4	96700.2	58880.5	66934.4	76792.3	77745.5	66772.5	83077.5	67784.2	69325.6	79029.8	73170.8	79496	68378.9	76228.9	70925.7	54270.3
RT17_HUMAN	7887.25	9065.7	8655.93	7292.58	8803.24	6410.13	8434.93	7216.44	6584.49	7300.66	5779.99	8065.59	8572.6	7250.17	8572.86	6084.69	7498.07	7728.72	8197.41	6034.04	7842.15	6669.87	8415.47	5691.62	5889.41	7657.67	9034.77	9342.9	6101.57	6645.49
RT18A_HUMAN	34921.4	26452.5	38360.2	29649.9	28486.4	23967.1	24103.5	29611.4	31635.4	31220.9	21556.8	25082.5	32824.8	31901.6	39118.9	28407.2	23114.2	27591.4	21942.5	20968.6	31772.5	22386.7	26248.9	34733	32514	44818.6	25996.1	33157.4	27320.9	24166.5
RT18B_HUMAN	36221.5	44561.1	43248	36871.5	37569.8	32141.8	37448.7	33175.3	32818.1	34588.7	25518.6	35749.1	45556.7	36925.9	41395.4	29270.9	31646	34950.7	41238.9	33238	31961	30721	30652.4	30502.8	37069.5	41645.8	31936.5	33982.5	31987	28271.7
RT18C_HUMAN	9841.68	9641.97	9817.04	7363.49	10430.1	7257.05	8222.58	6531.48	3915.51	6482.8	4893.52	6999.66	11370.3	8546.27	10246.5	5972.2	6936.31	4268.61	10982.5	4990.74	6875.94	3696.62	5820.63	4899.62	8972.58	11614.9	6786.62	6834.39	7755.39	4429.5
